audio_context,audio_utterance,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
audio_context/1_533_c.wav,audio_utterance/1_533_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_536_c.wav,audio_utterance/1_536_u.wav,1,PRO,Frustration,Neutral,4.0,5.0
audio_context/1_537_c.wav,audio_utterance/1_537_u.wav,1,PRO,Ridicule,Sadness,4.0,7.0
audio_context/1_5496_c.wav,audio_utterance/1_5496_u.wav,1,EMB,Anger,Neutral,3.0,8.0
audio_context/1_5571_c.wav,audio_utterance/1_5571_u.wav,1,PRO,Disgust,Excitement,3.0,8.0
audio_context/1_5572_c.wav,audio_utterance/1_5572_u.wav,1,PRO,Disgust,Neutral,3.0,9.0
audio_context/1_5580_c.wav,audio_utterance/1_5580_u.wav,1,PRO,Anger,Happiness,3.0,8.0
audio_context/1_5581_c.wav,audio_utterance/1_5581_u.wav,0,NONE,Sadness,Sadness,4.0,6.0
audio_context/1_5617_c.wav,audio_utterance/1_5617_u.wav,1,PRO,Disgust,Happiness,3.0,8.0
audio_context/1_5627_c.wav,audio_utterance/1_5627_u.wav,1,PRO,Disgust,Happiness,3.0,7.0
audio_context/1_5679_c.wav,audio_utterance/1_5679_u.wav,1,EMB,Frustration,Neutral,3.0,8.0
audio_context/1_5699_c.wav,audio_utterance/1_5699_u.wav,1,EMB,Anger,Happiness,2.0,8.0
audio_context/1_5751_c.wav,audio_utterance/1_5751_u.wav,0,NONE,Anger,Anger,3.0,8.0
audio_context/1_5758_c.wav,audio_utterance/1_5758_u.wav,1,PRO,Disgust,Neutral,3.0,7.0
audio_context/1_5786_c.wav,audio_utterance/1_5786_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_5880_c.wav,audio_utterance/1_5880_u.wav,1,PRO,Disgust,Excitement,4.0,7.0
audio_context/1_5919_c.wav,audio_utterance/1_5919_u.wav,0,NONE,Frustration,Frustration,4.0,6.0
audio_context/1_5953_c.wav,audio_utterance/1_5953_u.wav,0,NONE,Happiness,Happiness,6.0,6.0
audio_context/1_5964_c.wav,audio_utterance/1_5964_u.wav,1,PRO,Disgust,Happiness,4.0,7.0
audio_context/1_60_c.wav,audio_utterance/1_60_u.wav,1,ILL,Disgust,Excitement,2.0,7.0
audio_context/1_6020_c.wav,audio_utterance/1_6020_u.wav,1,PRO,Anger,Neutral,3.0,8.0
audio_context/1_6032_c.wav,audio_utterance/1_6032_u.wav,1,PRO,Disgust,Excitement,2.0,8.0
audio_context/1_6039_c.wav,audio_utterance/1_6039_u.wav,0,NONE,Sadness,Sadness,3.0,7.0
audio_context/1_6065_c.wav,audio_utterance/1_6065_u.wav,1,EMB,Disgust,Surprise,3.0,7.0
audio_context/1_6092_c.wav,audio_utterance/1_6092_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_6113_c.wav,audio_utterance/1_6113_u.wav,0,NONE,Surprise,Surprise,7.0,7.0
audio_context/1_6134_c.wav,audio_utterance/1_6134_u.wav,1,PRO,Anger,Neutral,3.0,8.0
audio_context/1_6165_c.wav,audio_utterance/1_6165_u.wav,1,PRO,Anger,Excitement,4.0,7.0
audio_context/1_6183_c.wav,audio_utterance/1_6183_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_6188_c.wav,audio_utterance/1_6188_u.wav,1,PRO,Disgust,Surprise,4.0,6.0
audio_context/1_6211_c.wav,audio_utterance/1_6211_u.wav,0,NONE,Fear,Fear,2.0,8.0
audio_context/1_6221_c.wav,audio_utterance/1_6221_u.wav,1,PRO,Frustration,Neutral,4.0,6.0
audio_context/1_6355_c.wav,audio_utterance/1_6355_u.wav,1,EMB,Sadness,Neutral,2.0,7.0
audio_context/1_6370_c.wav,audio_utterance/1_6370_u.wav,1,EMB,Frustration,Happiness,3.0,7.0
audio_context/1_6426_c.wav,audio_utterance/1_6426_u.wav,1,EMB,Disgust,Neutral,3.0,7.0
audio_context/1_6427_c.wav,audio_utterance/1_6427_u.wav,1,EMB,Disgust,Sadness,3.0,8.0
audio_context/1_6428_c.wav,audio_utterance/1_6428_u.wav,1,PRO,Ridicule,Neutral,4.0,6.0
audio_context/1_6472_c.wav,audio_utterance/1_6472_u.wav,1,PRO,Disgust,Neutral,4.0,6.0
audio_context/1_6504_c.wav,audio_utterance/1_6504_u.wav,1,PRO,Disgust,Neutral,3.0,7.0
audio_context/1_6534_c.wav,audio_utterance/1_6534_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_6627_c.wav,audio_utterance/1_6627_u.wav,0,NONE,Happiness,Happiness,6.0,6.0
audio_context/1_6645_c.wav,audio_utterance/1_6645_u.wav,0,NONE,Anger,Anger,3.0,7.0
audio_context/1_6648_c.wav,audio_utterance/1_6648_u.wav,1,PRO,Sadness,Neutral,3.0,6.0
audio_context/1_6683_c.wav,audio_utterance/1_6683_u.wav,1,EMB,Disgust,Happiness,3.0,8.0
audio_context/1_672_c.wav,audio_utterance/1_672_u.wav,0,NONE,Sadness,Sadness,4.0,6.0
audio_context/1_6766_c.wav,audio_utterance/1_6766_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_6769_c.wav,audio_utterance/1_6769_u.wav,1,PRO,Disgust,Neutral,3.0,7.0
audio_context/1_6835_c.wav,audio_utterance/1_6835_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_6860_c.wav,audio_utterance/1_6860_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_70_c.wav,audio_utterance/1_70_u.wav,1,ILL,Disgust,Happiness,4.0,6.0
audio_context/1_7047_c.wav,audio_utterance/1_7047_u.wav,1,EMB,Disgust,Neutral,3.0,7.0
audio_context/1_7082_c.wav,audio_utterance/1_7082_u.wav,0,NONE,Happiness,Happiness,7.0,7.0
audio_context/1_7089_c.wav,audio_utterance/1_7089_u.wav,1,PRO,Anger,Happiness,3.0,7.0
audio_context/1_7186_c.wav,audio_utterance/1_7186_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_7281_c.wav,audio_utterance/1_7281_u.wav,1,PRO,Disgust,Sadness,4.0,8.0
audio_context/1_7341_c.wav,audio_utterance/1_7341_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_7357_c.wav,audio_utterance/1_7357_u.wav,1,PRO,Frustration,Neutral,4.0,7.0
audio_context/1_7395_c.wav,audio_utterance/1_7395_u.wav,1,PRO,Disgust,Neutral,3.0,8.0
audio_context/1_7400_c.wav,audio_utterance/1_7400_u.wav,0,NONE,Excitement,Excitement,7.0,7.0
audio_context/1_7402_c.wav,audio_utterance/1_7402_u.wav,1,EMB,Disgust,Neutral,4.0,7.0
audio_context/1_7442_c.wav,audio_utterance/1_7442_u.wav,0,NONE,Sadness,Sadness,3.0,6.0
audio_context/1_7443_c.wav,audio_utterance/1_7443_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_7445_c.wav,audio_utterance/1_7445_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_7449_c.wav,audio_utterance/1_7449_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_7487_c.wav,audio_utterance/1_7487_u.wav,0,NONE,Sadness,Sadness,4.0,5.0
audio_context/1_7490_c.wav,audio_utterance/1_7490_u.wav,0,NONE,Frustration,Frustration,3.0,6.0
audio_context/1_7494_c.wav,audio_utterance/1_7494_u.wav,0,NONE,Disgust,Disgust,4.0,6.0
audio_context/1_7504_c.wav,audio_utterance/1_7504_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_7575_c.wav,audio_utterance/1_7575_u.wav,1,PRO,Anger,Excitement,2.0,9.0
audio_context/1_7593_c.wav,audio_utterance/1_7593_u.wav,0,NONE,Happiness,Happiness,6.0,6.0
audio_context/1_7641_c.wav,audio_utterance/1_7641_u.wav,0,NONE,Sadness,Sadness,4.0,4.0
audio_context/1_7661_c.wav,audio_utterance/1_7661_u.wav,0,NONE,Frustration,Frustration,3.0,7.0
audio_context/1_7675_c.wav,audio_utterance/1_7675_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_7722_c.wav,audio_utterance/1_7722_u.wav,1,PRO,Sadness,Neutral,4.0,6.0
audio_context/1_7894_c.wav,audio_utterance/1_7894_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_7938_c.wav,audio_utterance/1_7938_u.wav,0,NONE,Frustration,Frustration,4.0,6.0
